proposal_id,source,category,language,method,gold_label,label_source,predicted_label,correct,unsafe_apply,false_block,applied,error_before,error_after,error_delta,support_score,risk_score,explanation,provider,model,api_used
pilot::pilot_045,r0_selective_pilot,partial_utterance,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The raw ASR text 'the ear... lower...' does not clearly support the proposed correction 'DER is lower'. The raw text contains a fragment that could be interpreted as 'the ear' or 'the year', but there is no clear evidence for 'DER' as a proper acronym or term. The proposed edit invents content ('DER') without sufficient support from the raw ASR output, and the ellipses suggest hesitation or incomplete speech, making the correction speculative.",deepseek,deepseek-chat,True
pilot::pilot_046,r0_selective_pilot,speaker_attribution_risk,en,llm_self_judge_no_evidence,safe_to_apply,pilot_suggested_if_no_reference,do_not_apply,False,False,True,False,,,,,,"The proposed change from 'piano note' to 'pyannote' is not clearly supported by the raw ASR text. 'Pyannote' is a specific term (likely referring to a speaker diarization library), but the raw text 'piano note' is a plausible transcription of spoken words. Without additional context or evidence that the speaker intended 'pyannote', the edit invents content and is not a conservative correction.",deepseek,deepseek-chat,True
pilot::pilot_047,r0_selective_pilot,speaker_attribution_risk,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed edit changes the speaker from A to B and replaces 'piano note' with 'pyannote', which is not clearly supported by the raw ASR text. There is no evidence that the speaker is B or that 'pyannote' is the correct transcription; the change appears to invent content and alter speaker ownership without justification.",deepseek,deepseek-chat,True
pilot::pilot_048,r0_selective_pilot,speaker_attribution_risk,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed correction changes 'piano note' to 'pyannote', which is a plausible technical term, but there is no clear evidence in the raw ASR text or context to confirm that 'pyannote' is the intended word. The speaker label is also changed from 'A or B' to 'A', which is not supported by the raw text. The edit invents content and alters speaker ownership without sufficient justification.",deepseek,deepseek-chat,True
pilot::pilot_049,r0_selective_pilot,speaker_attribution_risk,en,llm_self_judge_no_evidence,safe_to_apply,pilot_suggested_if_no_reference,do_not_apply,False,False,True,False,,,,,,"The proposed change from 'where is' to 'WER is' is not clearly supported by the raw ASR text. 'WER' (Word Error Rate) is a plausible technical term, but the raw text 'our where is high' could also be interpreted as a grammatical error or misrecognition of a different phrase. Without additional context or evidence that the speaker intended 'WER', the edit invents content. Therefore, it is not safe to apply.",deepseek,deepseek-chat,True
pilot::pilot_050,r0_selective_pilot,speaker_attribution_risk,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed edit changes the speaker from Participant 1 to Participant 2 without any evidence in the raw ASR text. Additionally, 'WER' is an invented term not present in the original transcription, and there is no supporting context to justify this substitution.",deepseek,deepseek-chat,True
pilot::pilot_051,r0_selective_pilot,speaker_attribution_risk,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The raw ASR text indicates overlapping speech from Participant 1 and 2, with the phrase 'where is high'. The proposed correction changes the speaker attribution to only Participant 1 and replaces 'where is' with 'WER is', which is not clearly supported by the evidence. There is no indication in the raw text that 'WER' (likely an acronym) was spoken, and the change in speaker ownership is not justified. Therefore, the proposal invents content and alters speaker attribution without sufficient evidence.",deepseek,deepseek-chat,True
pilot::pilot_052,r0_selective_pilot,speaker_attribution_risk,en,llm_self_judge_no_evidence,safe_to_apply,pilot_suggested_if_no_reference,do_not_apply,False,False,True,False,,,,,,"The proposed change from 'diary station failed' to 'diarization failed' is not clearly supported by the raw ASR text. 'Diary station' and 'diarization' are phonetically different, and there is no evidence in the provided text that the speaker intended to say 'diarization'. The edit appears to invent content without sufficient justification.",deepseek,deepseek-chat,True
pilot::pilot_053,r0_selective_pilot,speaker_attribution_risk,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed correction invents a cause ('because Speaker B configured it badly') and changes the speaker from B to A, neither of which is supported by the raw ASR text. The raw text only contains 'diary station failed' from Speaker B, with no evidence of blame or speaker reassignment.",deepseek,deepseek-chat,True
pilot::pilot_054,r0_selective_pilot,speaker_attribution_risk,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed correction changes 'Speaker unknown' to 'Speaker B', which invents a specific speaker label not supported by the raw text. Additionally, 'diary station' is corrected to 'diarization', which is a plausible correction but the speaker label change is unsupported. Therefore, the edit does not meet the criteria for safe application.",deepseek,deepseek-chat,True
pilot::pilot_055,r0_selective_pilot,fluent_hallucination,en,llm_self_judge_no_evidence,safe_to_apply,pilot_suggested_if_no_reference,do_not_apply,False,False,True,False,,,,,,"The proposed change from 'where' to 'WER' is not clearly supported by the raw ASR text. 'WER' (Word Error Rate) is a plausible technical term, but there is no evidence in the given text that the speaker intended to say 'WER' rather than 'where'. The edit invents content without sufficient justification.",deepseek,deepseek-chat,True
pilot::pilot_056,r0_selective_pilot,fluent_hallucination,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,The proposed correction adds 'WER and demonstrate a statistically significant improvement' which is not supported by the raw ASR text 'we evaluate where'. This invents content and changes the meaning without clear evidence.,deepseek,deepseek-chat,True
pilot::pilot_057,r0_selective_pilot,fluent_hallucination,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed correction adds 'and observe an improvement' which is not present in the original ASR text and cannot be inferred from it. The original text 'we evaluate where on the meeting set' is ambiguous, but the correction invents new content without clear evidence.",deepseek,deepseek-chat,True
pilot::pilot_058,r0_selective_pilot,fluent_hallucination,en,llm_self_judge_no_evidence,safe_to_apply,pilot_suggested_if_no_reference,do_not_apply,False,False,True,False,,,,,,"The proposed change from 'rack' to 'RAG' is not clearly supported by the raw ASR text. 'RAG' is an acronym that may be plausible in context, but there is no evidence in the provided text that the speaker intended this specific term. The correction could be inventing content or changing the meaning without sufficient justification.",deepseek,deepseek-chat,True
pilot::pilot_059,r0_selective_pilot,fluent_hallucination,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed correction adds 'and guarantees zero hallucinations' which is not supported by the raw ASR text. The raw text only mentions 'rack retrieves the glossary terms', and there is no evidence that the speaker said anything about guarantees or hallucinations. The change also alters the meaning and introduces unsupported content.",deepseek,deepseek-chat,True
pilot::pilot_060,r0_selective_pilot,fluent_hallucination,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed correction changes 'rack retrieves terms' to 'RAG retrieves relevant terms and improves every correction', which adds significant content ('relevant', 'and improves every correction') not present in the original ASR text. There is no evidence that the original speaker intended this expanded meaning, and the edit invents new information. Therefore, it should not be applied.",deepseek,deepseek-chat,True
pilot::pilot_061,r0_selective_pilot,fluent_hallucination,en,llm_self_judge_no_evidence,safe_to_apply,pilot_suggested_if_no_reference,do_not_apply,False,False,True,False,,,,,,"The proposed edit capitalizes 'TagSpeech' as a proper noun, but the raw ASR text 'tag speech' could be a generic phrase. There is no evidence in the provided context that 'TagSpeech' is a specific product or entity, so the change invents content without clear support.",deepseek,deepseek-chat,True
pilot::pilot_062,r0_selective_pilot,fluent_hallucination,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed correction invents content not present in the raw ASR text (e.g., 'solves overlapping speech better than all prior systems') and changes the meaning entirely. The raw text only mentions 'tag speech provides temporal labels', which does not support the proposed edit.",deepseek,deepseek-chat,True
pilot::pilot_063,r0_selective_pilot,fluent_hallucination,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed correction adds 'precise temporal' and 'for every speaker' which are not supported by the raw ASR text. The raw text only contains 'tag speech provides labels', and the correction invents content and changes the meaning without clear evidence.",deepseek,deepseek-chat,True
pilot::pilot_064,r0_selective_pilot,no_change_case,en,llm_self_judge_no_evidence,safe_to_apply,pilot_suggested_if_no_reference,safe_to_apply,True,False,False,True,,,,,,"The proposed corrected text is identical to the raw ASR text. No changes are made, so there is no risk of inventing content or altering speaker ownership. The original transcription is preserved exactly.",deepseek,deepseek-chat,True
pilot::pilot_065,r0_selective_pilot,no_change_case,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed correction changes 'rack' to 'RAG', which is an unsupported substitution. 'RAG' is not a common term for a physical object like a rack, and there is no evidence in the raw ASR text to justify this change. The edit invents content without clear support.",deepseek,deepseek-chat,True
pilot::pilot_066,r0_selective_pilot,no_change_case,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed change from 'rack' to 'RAG' is not clearly supported by the raw ASR text. 'Rack' is a plausible word in context, and there is no evidence that the speaker intended 'RAG' (e.g., retrieval-augmented generation). The edit invents content without sufficient justification.",deepseek,deepseek-chat,True
pilot::pilot_067,r0_selective_pilot,no_change_case,en,llm_self_judge_no_evidence,safe_to_apply,pilot_suggested_if_no_reference,safe_to_apply,True,False,False,True,,,,,,"The proposed corrected text is identical to the raw ASR text. No changes are made, so there is no risk of inventing content or altering speaker ownership. The correction is trivially safe to apply.",deepseek,deepseek-chat,True
pilot::pilot_068,r0_selective_pilot,no_change_case,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed correction changes 'where' to 'WER', which is not a standard English word and does not match the likely intended meaning of the original ASR text. The edit introduces an error rather than correcting one, and there is no evidence that 'WER' is a proper correction for 'where' in this context.",deepseek,deepseek-chat,True
pilot::pilot_069,r0_selective_pilot,no_change_case,en,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed change from 'where' to 'WER' is not clearly supported by the raw ASR text. 'WER' (Word Error Rate) is a technical term that may be plausible in context, but the raw text 'where' is a common word and there is no additional evidence (e.g., surrounding context or domain) to confirm that the speaker intended 'WER'. The edit could be an invention or misinterpretation, so it is safer not to apply.",deepseek,deepseek-chat,True
pilot::pilot_070,r0_selective_pilot,no_change_case,fr,llm_self_judge_no_evidence,safe_to_apply,pilot_suggested_if_no_reference,safe_to_apply,True,False,False,True,,,,,,"The proposed corrected text is identical to the raw ASR text. No changes are made, so there is no risk of inventing content or altering speaker ownership. The original transcription is preserved as-is.",deepseek,deepseek-chat,True
pilot::pilot_071,r0_selective_pilot,no_change_case,fr,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed change from 'dear' to 'DER' is not clearly supported by the raw ASR text. 'DER' is an unusual substitution that could be a misrecognition or an acronym, but there is no evidence in the raw text to justify this specific correction. The edit appears to invent content without clear justification.",deepseek,deepseek-chat,True
pilot::pilot_072,r0_selective_pilot,no_change_case,fr,llm_self_judge_no_evidence,do_not_apply,pilot_suggested_if_no_reference,do_not_apply,True,False,False,False,,,,,,"The proposed change capitalizes 'DER' without clear evidence that this is an acronym or proper noun in the original context. The raw ASR text 'dear' could be a misrecognition of 'dear' or 'DER', but without additional context or supporting evidence, capitalizing it invents formatting not present in the original. Therefore, the edit is not clearly supported.",deepseek,deepseek-chat,True
term::term_001::no_retrieval,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.285714,0.285714,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no change is made. The original text is plausible in the context of a speaker diarization pipeline, where 'piano note' could refer to a specific audio cue used for labeling speakers. There is no invention of content or change in speaker ownership.",deepseek,deepseek-chat,True
term::term_001::exact_glossary,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved term 'pyannote' suggests a possible misrecognition of 'pyannote' as 'piano note', but the proposed text does not incorporate this correction. Without a clear edit supported by evidence, the proposal should not be applied.",deepseek,deepseek-chat,True
term::term_001::fuzzy,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved terms suggest 'pyannote' is relevant, but the proposed text does not incorporate it. Without a clear correction supported by evidence, the proposal should not be applied.",deepseek,deepseek-chat,True
term::term_001::phonetic_like,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved term 'pyannote' suggests a possible misrecognition of 'pyannote' as 'piano note', but the proposed text does not incorporate this correction. Without a clear edit supported by evidence, the proposal should not be applied.",deepseek,deepseek-chat,True
term::term_001::fused,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.285714,0.285714,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved term 'pyannote' suggests a possible misrecognition of 'pyannote' as 'piano note', but the proposed text does not incorporate this correction. Without a clear edit supported by evidence, the proposal should not be applied.",deepseek,deepseek-chat,True
term::term_001::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.285714,0.0,0.285714,,,"The raw ASR text 'piano note' is a clear misrecognition of the technical term 'pyannote', which is a well-known speaker diarization tool. The context of speaker diarization and the retrieved term 'pyannote' strongly support this correction. The edit does not change speaker ownership or invent content.",deepseek,deepseek-chat,True
term::term_001::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.285714,0.0,0.285714,,,"The raw ASR text 'piano note' is a clear misrecognition of the technical term 'pyannote', which is a well-known speaker diarization tool. The context confirms a speaker diarization pipeline, and the retrieved terms include 'pyannote'. The proposed correction fixes the ASR error without inventing content or changing speaker ownership.",deepseek,deepseek-chat,True
term::term_002::no_retrieval,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The raw text 'pie anode produced the speaker turns' appears nonsensical and likely contains ASR errors, but the proposal does not provide any correction. Without any evidence or correction, it is not safe to apply.",deepseek,deepseek-chat,True
term::term_002::exact_glossary,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved term 'pyannote' suggests a possible correction to 'pyannote' (a speaker diarization tool), but the proposal does not incorporate it. Without a clear edit supported by evidence, the proposal should not be applied.",deepseek,deepseek-chat,True
term::term_002::fuzzy,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved term 'pyannote' suggests a possible correction to 'pyannote' (a speaker diarization tool), but the proposal does not incorporate this evidence. Without a clear edit supported by the retrieved term, the proposal is insufficient and should not be applied.",deepseek,deepseek-chat,True
term::term_002::phonetic_like,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved terms 'pyannote' and 'pyannote.audio' suggest a possible intended correction to 'pyannote' for 'pie anode', but the proposal does not make this change. Without a clear correction supported by evidence, the proposal should not be applied.",deepseek,deepseek-chat,True
term::term_002::fused,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved terms 'pyannote' and 'pyannote.audio' suggest a possible intended correction to 'pyannote' for 'pie anode', but the proposal does not make this change. Without a clear correction supported by evidence, it is safer to not apply.",deepseek,deepseek-chat,True
term::term_002::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.4,0.0,0.4,,,"The raw ASR text 'pie anode' is a clear misrecognition of 'pyannote', which is a known speaker diarization pipeline. The retrieved terms confirm 'pyannote' and 'pyannote.audio' as valid references. The proposed correction aligns with the context and does not introduce unsupported content or change speaker ownership.",deepseek,deepseek-chat,True
term::term_002::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.4,0.0,0.4,,,"The raw ASR text 'pie anode' is a clear misrecognition of 'pyannote', which is a known speaker diarization pipeline. The retrieved terms confirm 'pyannote' and 'pyannote.audio' as valid references. The proposed correction aligns with the context and does not introduce unsupported content or change speaker ownership.",deepseek,deepseek-chat,True
term::term_003::no_retrieval,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.75,0.75,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no change is made. The original transcription is plausible in the context of a Python speaker diarization package, which may involve processing audio signals such as piano notes. There is no invention of content or speaker ownership change.",deepseek,deepseek-chat,True
term::term_003::exact_glossary,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.75,0.75,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved terms 'pyannote' and 'pyannote.audio' suggest a possible domain-specific term, but the raw text 'pipeline imports piano note audio' does not match these terms and may be an ASR error. Without a clear correction supported by evidence, the proposal should not be applied.",deepseek,deepseek-chat,True
term::term_003::fuzzy,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.75,0.75,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved terms 'pyannote' and 'pyannote.audio' suggest a possible domain-specific term, but the raw text 'pipeline imports piano note audio' does not match these terms and may be an ASR error. Without a clear correction supported by evidence, the proposal should not be applied.",deepseek,deepseek-chat,True
term::term_003::phonetic_like,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.75,0.75,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no change is made. The context and retrieved terms are consistent with the original transcription, and there is no evidence of error, speaker ambiguity, or invented content.",deepseek,deepseek-chat,True
term::term_003::fused,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.75,0.75,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved terms 'pyannote' and 'pyannote.audio' suggest a possible domain-specific term, but the raw text 'pipeline imports piano note audio' does not match these terms and may be an ASR error. Without a clear correction supported by evidence, the proposal should not be applied.",deepseek,deepseek-chat,True
term::term_003::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.75,0.0,0.75,,,"The proposed edit changes 'piano note audio' to 'pyannote.audio', which is a specific Python package name. While the context and retrieved terms suggest this might be the intended term, the raw ASR text does not contain any phonetic or acoustic evidence for 'pyannote' (e.g., no 'py' sound, no 'annote' syllable). The edit invents content not supported by the raw transcription, and there is no overlap or heavy overlap to justify the substitution. Therefore, the change is not clearly supported by the evidence.",deepseek,deepseek-chat,True
term::term_003::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.75,0.75,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved terms 'pyannote' and 'pyannote.audio' suggest a possible domain-specific term, but the raw text 'pipeline imports piano note audio' does not match these terms and may be an ASR error. Without a clear correction supported by evidence, the proposal should not be applied.",deepseek,deepseek-chat,True
term::term_004::no_retrieval,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. Without any change or supporting evidence, it is not safe to apply as a correction.",deepseek,deepseek-chat,True
term::term_004::exact_glossary,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved terms 'diarization' and 'speaker diarization' suggest a possible intended correction (e.g., 'diary' to 'diarization'), but the proposal does not implement this change. Without a clear edit supported by evidence, the proposal is not safe to apply.",deepseek,deepseek-chat,True
term::term_004::fuzzy,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved terms 'diarization' and 'speaker diarization' suggest a possible intended correction (e.g., 'diary' to 'diarization'), but the proposal does not implement this change. Without a clear edit supported by evidence, the proposal is not safe to apply.",deepseek,deepseek-chat,True
term::term_004::phonetic_like,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved terms 'diarization' and 'speaker diarization' suggest a possible intended correction (e.g., 'diary' to 'diarization'), but the proposal does not make that change. Without a clear, evidence-supported edit, it is not safe to apply.",deepseek,deepseek-chat,True
term::term_004::fused,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved terms 'diarization' and 'speaker diarization' suggest a possible intended correction to 'speaker diarization' (e.g., 'speaker diarization answers who spoke when'), but the proposal does not make that change. Without a clear edit supported by evidence, the proposal is not a valid correction.",deepseek,deepseek-chat,True
term::term_004::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.333333,0.0,0.333333,,,"The proposed correction changes 'diary station' to 'diarization', which is a known technical term in multi-speaker meeting ASR contexts. The retrieved terms include 'diarization' and 'speaker diarization', supporting this correction. The edit does not alter speaker ownership or invent unsupported content.",deepseek,deepseek-chat,True
term::term_004::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.333333,0.0,0.333333,,,"The proposed correction changes 'diary station' to 'diarization', which is a known technical term in multi-speaker meeting ASR contexts. The retrieved terms include 'diarization' and 'speaker diarization', supporting this correction. The edit does not alter speaker ownership or invent unsupported content.",deepseek,deepseek-chat,True
term::term_005::no_retrieval,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.333333,0.333333,0.0,,,"The proposed corrected text is identical to the raw ASR text. No changes are made, so there is no risk of inventing content or altering speaker ownership. The context and retrieved terms do not contradict the utterance.",deepseek,deepseek-chat,True
term::term_005::exact_glossary,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved term 'diarization' suggests a possible correction from 'diary station' to 'diarization', but the proposal does not make this change. Without evidence that 'diary station' is correct in context, and given the retrieved term, the proposal fails to correct a likely ASR error. Therefore, it should not be applied.",deepseek,deepseek-chat,True
term::term_005::fuzzy,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved term 'diarization' suggests a possible intended correction (e.g., 'diarization' instead of 'diary'), but the proposal does not implement it. Without a clear supported edit, the proposal should not be applied.",deepseek,deepseek-chat,True
term::term_005::phonetic_like,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved term 'diarization' suggests a possible correction from 'diary station' to 'diarization', but the proposal does not make this change. Without evidence that 'diary station' is correct in context, and given the retrieved term, the proposal fails to correct a likely ASR error.",deepseek,deepseek-chat,True
term::term_005::fused,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.333333,0.333333,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved term 'diarization' suggests a possible correction from 'diary station' to 'diarization', but the proposal does not make this change. Without a clear correction supported by evidence, the proposal should not be applied.",deepseek,deepseek-chat,True
term::term_005::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.333333,0.0,0.333333,,,"The proposed edit corrects 'diary station' to 'diarization', which is a known term in speech processing for identifying speakers. The retrieved terms include 'diarization', supporting this correction. The context mentions speaker turns and overlap, consistent with diarization. No speaker ownership or content is invented.",deepseek,deepseek-chat,True
term::term_005::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.333333,0.0,0.333333,,,"The proposed edit corrects 'diary station' to 'diarization', which is a known technical term in speech processing referring to speaker segmentation and labeling. The context mentions 'speaker turns and overlap', which aligns with diarization. The retrieved terms include 'diarization', supporting the correction. The edit does not change speaker ownership or invent content.",deepseek,deepseek-chat,True
term::term_006::no_retrieval,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The term 'diary zation' appears to be a likely ASR error for 'diarization', but the proposal does not correct it. Without a valid correction, the edit cannot be considered safe to apply.",deepseek,deepseek-chat,True
term::term_006::exact_glossary,term_rescue_controlled,technical_term_recovery,en,llm_self_judge_with_evidence,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.4,0.4,0.0,,,"The proposed corrected text is identical to the raw ASR text, so no correction is actually applied. The retrieved term 'diarization' suggests a possible correction, but the edit does not implement it. Without a clear, supported change, the proposal cannot be considered safe to apply.",deepseek,deepseek-chat,True
