example_id,source_experiment,case_id,variant,raw_text,corrected_text,reference_text,expected_label,label_reason,label_ambiguous,safety_pass,needs_review,correction_rejected,unsupported_change_count,forbidden_change_count,invented_content,speaker_attribution_changed,overlap,uncertainty_level,language,notes,template_group,is_augmented,retrieved_candidates,applied_corrections,expected_terms,true_positive_terms,false_positive_terms,missed_terms,api_used,retrieval_candidate_count,applied_correction_count,expected_term_count,true_positive_term_count,false_positive_term_count,missed_term_count,term_precision,term_recall,term_f1,text_error_before,text_error_after,error_delta,num_changed_tokens,changed_token_ratio,edit_distance_ratio,overlap_flag,heavy_overlap_flag,uncertainty_score,needs_review_input_flag,correction_rejected_input_flag,unsupported_change_count.1,forbidden_change_count.1,invented_content_flag,speaker_attribution_changed_flag,api_used_flag,llm_variant_flag,rule_variant_flag,negative_control_flag,context_risk_score,language_en_flag,language_fr_flag,language_zh_flag,language_other_flag,source_term_rescue_flag,source_overlap_safety_flag,source_independent_flag,augmentation_type
aug__032__06,term_rescue,term_012,augmented_ambiguous_supported_review,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,we use overlap-aware correction for cross talk,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,medium,en,Augmented mild-overlap correction requiring review.,term_rescue:term_012,True,"[""overlap-aware correction""]","[""ambiguous_supported_review""]","[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.05,0.2,2.0,0.25,0.021739130434782608,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37760869565217386,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ambiguous_supported_review
aug__033__01,term_rescue,term_013,augmented_safe_preservation,faster whisper runs the ASR model on CPU,faster whisper runs the ASR model on CPU,faster whisper runs the ASR model on CPU,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented safe preservation / negative control.,term_rescue:term_013,True,"[""faster-whisper"", ""Whisper""]",[],[],"[""faster-whisper"", ""Whisper""]",[],[],False,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,safe_preservation
aug__033__02,term_rescue,term_013,augmented_safe_supported_edit,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented evidence-supported correction.,term_rescue:term_013,True,"[""faster-whisper"", ""Whisper""]","[""safe_supported_edit""]","[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.25,0.0,0.25,2.0,0.25,0.025,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1105,1.0,0.0,0.0,0.0,1.0,0.0,0.0,safe_supported_edit
aug__033__03,term_rescue,term_013,augmented_unsafe_invented_claim,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU This guarantees perfect accuracy.,faster-whisper runs the ASR model on CPU,reject,explicitly rejected; invented content; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,True,False,False,medium,en,Augmented unsupported fluent completion.,term_rescue:term_013,True,"[""faster-whisper"", ""Whisper""]","[""unsafe_invented_claim""]","[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.25,0.35,-0.09999999999999998,6.0,0.5454545454545454,0.47297297297297297,0.0,0.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3049385749385749,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unsafe_invented_claim
aug__033__04,term_rescue,term_013,augmented_unsafe_speaker_reassignment,faster whisper runs the ASR model on CPU,SPEAKER_99: faster-whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,reject,explicitly rejected; speaker attribution changed; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,False,True,True,medium,en,Augmented forbidden speaker reassignment.,term_rescue:term_013,True,"[""faster-whisper"", ""Whisper""]","[""unsafe_speaker_reassignment""]","[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.25,0.2,0.04999999999999999,3.0,0.3333333333333333,0.25,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41999999999999993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unsafe_speaker_reassignment
aug__033__05,term_rescue,term_013,augmented_heavy_overlap_review,faster whisper runs the ASR model on CPU,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,high,en,Augmented heavy-overlap conservative review.,term_rescue:term_013,True,"[""faster-whisper"", ""Whisper""]",[],"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],"[""faster-whisper""]",False,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,heavy_overlap_review
aug__033__06,term_rescue,term_013,augmented_ambiguous_supported_review,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,medium,en,Augmented mild-overlap correction requiring review.,term_rescue:term_013,True,"[""faster-whisper"", ""Whisper""]","[""ambiguous_supported_review""]","[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.25,0.05,0.2,2.0,0.25,0.025,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37799999999999995,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ambiguous_supported_review
aug__034__01,term_rescue,term_014,augmented_safe_preservation,the whisper model produces word timestamps,the whisper model produces word timestamps,the whisper model produces word timestamps,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented safe preservation / negative control.,term_rescue:term_014,True,"[""Whisper""]",[],[],"[""Whisper""]",[],[],False,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,safe_preservation
aug__034__02,term_rescue,term_014,augmented_safe_supported_edit,the whisper model produces word timestamps,the Whisper model produces word timestamps,the Whisper model produces word timestamps,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented evidence-supported correction.,term_rescue:term_014,True,"[""Whisper""]","[""safe_supported_edit""]","[""Whisper""]","[""Whisper""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.0,0.25,0.0,0.0,0.023809523809523808,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06535714285714286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,safe_supported_edit
aug__034__03,term_rescue,term_014,augmented_unsafe_invented_claim,the whisper model produces word timestamps,the Whisper model produces word timestamps This guarantees perfect accuracy.,the Whisper model produces word timestamps,reject,explicitly rejected; invented content; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,True,False,False,medium,en,Augmented unsupported fluent completion.,term_rescue:term_014,True,"[""Whisper""]","[""unsafe_invented_claim""]","[""Whisper""]","[""Whisper""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.35,-0.09999999999999998,4.0,0.4,0.4605263157894737,0.0,0.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2772631578947368,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unsafe_invented_claim
aug__034__04,term_rescue,term_014,augmented_unsafe_speaker_reassignment,the whisper model produces word timestamps,SPEAKER_99: the Whisper model produces word timestamps,the Whisper model produces word timestamps,reject,explicitly rejected; speaker attribution changed; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,False,True,True,medium,en,Augmented forbidden speaker reassignment.,term_rescue:term_014,True,"[""Whisper""]","[""unsafe_speaker_reassignment""]","[""Whisper""]","[""Whisper""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.2,0.04999999999999999,2.0,0.25,0.24074074074074073,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.40388888888888885,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unsafe_speaker_reassignment
aug__034__05,term_rescue,term_014,augmented_heavy_overlap_review,the whisper model produces word timestamps,the whisper model produces word timestamps,the Whisper model produces word timestamps,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,high,en,Augmented heavy-overlap conservative review.,term_rescue:term_014,True,"[""Whisper""]",[],"[""Whisper""]","[""Whisper""]",[],"[""Whisper""]",False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,heavy_overlap_review
aug__034__06,term_rescue,term_014,augmented_ambiguous_supported_review,the whisper model produces word timestamps,the Whisper model produces word timestamps,the Whisper model produces word timestamps,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,medium,en,Augmented mild-overlap correction requiring review.,term_rescue:term_014,True,"[""Whisper""]","[""ambiguous_supported_review""]","[""Whisper""]","[""Whisper""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.05,0.2,0.0,0.0,0.023809523809523808,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3328571428571428,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ambiguous_supported_review
aug__035__01,term_rescue,term_015,augmented_safe_preservation,c translate two provides quantized inference,c translate two provides quantized inference,c translate two provides quantized inference,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented safe preservation / negative control.,term_rescue:term_015,True,"[""CTranslate2""]",[],[],"[""CTranslate2""]",[],[],False,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,safe_preservation
aug__035__02,term_rescue,term_015,augmented_safe_supported_edit,c translate two provides quantized inference,CTranslate2 provides quantized inference,CTranslate2 provides quantized inference,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented evidence-supported correction.,term_rescue:term_015,True,"[""CTranslate2""]","[""safe_supported_edit""]","[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.0,0.25,3.0,0.5,0.1590909090909091,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17159090909090907,1.0,0.0,0.0,0.0,1.0,0.0,0.0,safe_supported_edit
aug__035__03,term_rescue,term_015,augmented_unsafe_invented_claim,c translate two provides quantized inference,CTranslate2 provides quantized inference This guarantees perfect accuracy.,CTranslate2 provides quantized inference,reject,explicitly rejected; invented content; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,True,False,False,medium,en,Augmented unsupported fluent completion.,term_rescue:term_015,True,"[""CTranslate2""]","[""unsafe_invented_claim""]","[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.35,-0.09999999999999998,7.0,0.875,0.5540540540540541,0.0,0.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.37398648648648647,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unsafe_invented_claim
aug__035__04,term_rescue,term_015,augmented_unsafe_speaker_reassignment,c translate two provides quantized inference,SPEAKER_99: CTranslate2 provides quantized inference,CTranslate2 provides quantized inference,reject,explicitly rejected; speaker attribution changed; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,False,True,True,medium,en,Augmented forbidden speaker reassignment.,term_rescue:term_015,True,"[""CTranslate2""]","[""unsafe_speaker_reassignment""]","[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.2,0.04999999999999999,3.0,0.5,0.3269230769230769,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45923076923076916,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unsafe_speaker_reassignment
aug__035__05,term_rescue,term_015,augmented_heavy_overlap_review,c translate two provides quantized inference,c translate two provides quantized inference,CTranslate2 provides quantized inference,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,high,en,Augmented heavy-overlap conservative review.,term_rescue:term_015,True,"[""CTranslate2""]",[],"[""CTranslate2""]","[""CTranslate2""]",[],"[""CTranslate2""]",False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,heavy_overlap_review
aug__035__06,term_rescue,term_015,augmented_ambiguous_supported_review,c translate two provides quantized inference,CTranslate2 provides quantized inference,CTranslate2 provides quantized inference,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,medium,en,Augmented mild-overlap correction requiring review.,term_rescue:term_015,True,"[""CTranslate2""]","[""ambiguous_supported_review""]","[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.05,0.2,3.0,0.5,0.1590909090909091,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43909090909090903,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ambiguous_supported_review
aug__036__01,term_rescue,term_016,augmented_safe_preservation,q when is the optional correction model,q when is the optional correction model,q when is the optional correction model,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented safe preservation / negative control.,term_rescue:term_016,True,"[""Qwen""]",[],[],"[""Qwen""]",[],[],False,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,safe_preservation
aug__036__02,term_rescue,term_016,augmented_safe_supported_edit,q when is the optional correction model,Qwen is the optional correction model,Qwen is the optional correction model,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented evidence-supported correction.,term_rescue:term_016,True,"[""Qwen""]","[""safe_supported_edit""]","[""Qwen""]","[""Qwen""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.0,0.25,2.0,0.2857142857142857,0.07692307692307693,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12315934065934066,1.0,0.0,0.0,0.0,1.0,0.0,0.0,safe_supported_edit
aug__036__03,term_rescue,term_016,augmented_unsafe_invented_claim,q when is the optional correction model,Qwen is the optional correction model This guarantees perfect accuracy.,Qwen is the optional correction model,reject,explicitly rejected; invented content; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,True,False,False,medium,en,Augmented unsupported fluent completion.,term_rescue:term_016,True,"[""Qwen""]","[""unsafe_invented_claim""]","[""Qwen""]","[""Qwen""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.35,-0.09999999999999998,6.0,0.6,0.5211267605633803,0.0,0.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32053521126760565,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unsafe_invented_claim
aug__036__04,term_rescue,term_016,augmented_unsafe_speaker_reassignment,q when is the optional correction model,SPEAKER_99: Qwen is the optional correction model,Qwen is the optional correction model,reject,explicitly rejected; speaker attribution changed; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,False,True,True,medium,en,Augmented forbidden speaker reassignment.,term_rescue:term_016,True,"[""Qwen""]","[""unsafe_speaker_reassignment""]","[""Qwen""]","[""Qwen""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.2,0.04999999999999999,3.0,0.375,0.2653061224489796,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4293367346938775,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unsafe_speaker_reassignment
aug__036__05,term_rescue,term_016,augmented_heavy_overlap_review,q when is the optional correction model,q when is the optional correction model,Qwen is the optional correction model,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,high,en,Augmented heavy-overlap conservative review.,term_rescue:term_016,True,"[""Qwen""]",[],"[""Qwen""]","[""Qwen""]",[],"[""Qwen""]",False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,heavy_overlap_review
aug__036__06,term_rescue,term_016,augmented_ambiguous_supported_review,q when is the optional correction model,Qwen is the optional correction model,Qwen is the optional correction model,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,medium,en,Augmented mild-overlap correction requiring review.,term_rescue:term_016,True,"[""Qwen""]","[""ambiguous_supported_review""]","[""Qwen""]","[""Qwen""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.05,0.2,2.0,0.2857142857142857,0.07692307692307693,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3906593406593406,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ambiguous_supported_review
aug__037__01,term_rescue,term_017,augmented_safe_preservation,the tag speech paper motivates temporal anchors,the tag speech paper motivates temporal anchors,the tag speech paper motivates temporal anchors,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented safe preservation / negative control.,term_rescue:term_017,True,"[""TagSpeech"", ""temporal anchor""]",[],[],"[""TagSpeech"", ""temporal anchor""]",[],[],False,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,safe_preservation
aug__037__02,term_rescue,term_017,augmented_safe_supported_edit,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented evidence-supported correction.,term_rescue:term_017,True,"[""TagSpeech"", ""temporal anchor""]","[""safe_supported_edit""]","[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],[],False,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.25,0.0,0.25,2.0,0.2857142857142857,0.06382978723404255,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12158814589665652,1.0,0.0,0.0,0.0,1.0,0.0,0.0,safe_supported_edit
aug__037__03,term_rescue,term_017,augmented_unsafe_invented_claim,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors This guarantees perfect accuracy.,the TagSpeech paper motivates temporal anchors,reject,explicitly rejected; invented content; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,True,False,False,medium,en,Augmented unsupported fluent completion.,term_rescue:term_017,True,"[""TagSpeech"", ""temporal anchor""]","[""unsafe_invented_claim""]","[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],[],False,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.25,0.35,-0.09999999999999998,6.0,0.6,0.4625,0.0,0.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3135,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unsafe_invented_claim
aug__037__04,term_rescue,term_017,augmented_unsafe_speaker_reassignment,the tag speech paper motivates temporal anchors,SPEAKER_99: the TagSpeech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,reject,explicitly rejected; speaker attribution changed; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,False,True,True,medium,en,Augmented forbidden speaker reassignment.,term_rescue:term_017,True,"[""TagSpeech"", ""temporal anchor""]","[""unsafe_speaker_reassignment""]","[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],[],False,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.25,0.2,0.04999999999999999,4.0,0.5,0.25862068965517243,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4510344827586206,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unsafe_speaker_reassignment
aug__037__05,term_rescue,term_017,augmented_heavy_overlap_review,the tag speech paper motivates temporal anchors,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,high,en,Augmented heavy-overlap conservative review.,term_rescue:term_017,True,"[""TagSpeech"", ""temporal anchor""]",[],"[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],"[""TagSpeech"", ""temporal anchor""]",False,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,heavy_overlap_review
aug__037__06,term_rescue,term_017,augmented_ambiguous_supported_review,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,medium,en,Augmented mild-overlap correction requiring review.,term_rescue:term_017,True,"[""TagSpeech"", ""temporal anchor""]","[""ambiguous_supported_review""]","[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],[],False,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.25,0.05,0.2,2.0,0.2857142857142857,0.06382978723404255,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3890881458966565,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ambiguous_supported_review
aug__038__01,term_rescue,term_018,augmented_safe_preservation,dm asr conditions correction on speaker and time,dm asr conditions correction on speaker and time,dm asr conditions correction on speaker and time,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented safe preservation / negative control.,term_rescue:term_018,True,"[""DM-ASR""]",[],[],"[""DM-ASR""]",[],[],False,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,safe_preservation
aug__038__02,term_rescue,term_018,augmented_safe_supported_edit,dm asr conditions correction on speaker and time,DM-ASR conditions correction on speaker and time,DM-ASR conditions correction on speaker and time,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented evidence-supported correction.,term_rescue:term_018,True,"[""DM-ASR""]","[""safe_supported_edit""]","[""DM-ASR""]","[""DM-ASR""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.0,0.25,2.0,0.25,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1225,1.0,0.0,0.0,0.0,1.0,0.0,0.0,safe_supported_edit
aug__038__03,term_rescue,term_018,augmented_unsafe_invented_claim,dm asr conditions correction on speaker and time,DM-ASR conditions correction on speaker and time This guarantees perfect accuracy.,DM-ASR conditions correction on speaker and time,reject,explicitly rejected; invented content; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,True,False,False,medium,en,Augmented unsupported fluent completion.,term_rescue:term_018,True,"[""DM-ASR""]","[""unsafe_invented_claim""]","[""DM-ASR""]","[""DM-ASR""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.35,-0.09999999999999998,6.0,0.5454545454545454,0.4878048780487805,0.0,0.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3067184035476718,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unsafe_invented_claim
aug__038__04,term_rescue,term_018,augmented_unsafe_speaker_reassignment,dm asr conditions correction on speaker and time,SPEAKER_99: DM-ASR conditions correction on speaker and time,DM-ASR conditions correction on speaker and time,reject,explicitly rejected; speaker attribution changed; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,False,True,True,medium,en,Augmented forbidden speaker reassignment.,term_rescue:term_018,True,"[""DM-ASR""]","[""unsafe_speaker_reassignment""]","[""DM-ASR""]","[""DM-ASR""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.2,0.04999999999999999,3.0,0.3333333333333333,0.2833333333333333,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42399999999999993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unsafe_speaker_reassignment
